,Fecha,PM10,PM2.5,SO2,NO2,O3
381,2024-02-25,29.43333333,23.05,1.25416667,24.9995,40.82083333
382,2024-02-24,21.85416667,13.30833333,1.11666667,28.085875,37.55833333
383,2024-02-23,23.3375,13.20833333,1.11764706,30.83845833,27.4375
384,2024-02-22,16.7625,10.75,0.72727273,27.91766667,23.62083333
385,2024-02-21,23.30833333,16.09583333,1.17083333,21.83583333,41.07083333
386,2024-02-20,33.925,22.56666667,1.36521739,24.81173684,50.65833333
387,2024-02-19,31.03333333,19.56666667,0.64545455,23.44229167,40.49583333
388,2024-02-18,32.26666667,22.6875,0.64285714,23.79745833,42.05
389,2024-02-17,38.24166667,25.3625,0.77142857,36.97070833,37.04166667
390,2024-02-16,40.62083333,25.69583333,1.47916667,34.84383333,44.56666667
391,2024-02-15,35.37916667,21.125,1.95,38.58520833,42.95416667
392,2024-02-14,35.77083333,21.65833333,1.48333333,31.39633333,41.10416667
393,2024-02-13,29.42083333,18.2,1.72083333,29.68108333,45.40416667
394,2024-02-12,24.67916667,15.375,1.22083333,31.24820833,51.32916667
395,2024-02-11,19.01304348,11.54782609,0.88947368,29.9523913,36.32608696
396,2024-02-10,19.43333333,10.10833333,1.01363636,33.62433333,33.94583333
397,2024-02-09,16.19166667,9.72916667,0.77916667,28.88995833,23.1875
398,2024-02-08,9.28333333,5.8625,2.19090909,23.65595455,25.06086957
399,2024-02-07,11.31666667,6.925,1.05416667,21.41241667,26.91666667
400,2024-02-06,20.50416667,12.49583333,1.34166667,31.92045833,29.85416667
401,2024-02-05,22.225,13.8875,0.96153846,32.493,28.25833333
402,2024-02-04,16.73478261,10.96086957,0.61875,24.1346087,36.06956522
403,2024-02-03,17.41666667,11.96666667,0.7625,27.13891667,35.23333333
404,2024-02-02,26.49166667,18.73333333,0.75909091,25.92854167,31.94583333
405,2024-02-01,24.73333333,18.22083333,0.46,26.76795833,36.9625
406,2024-01-31,32.48333333,22.15416667,1.03636364,28.25595833,43.1375
407,2024-01-30,28.9,19.60416667,0.63333333,24.23466667,48.77916667
408,2024-01-29,35.0,22.0125,1.29166667,25.25734783,57.2375
409,2024-01-28,35.53478261,22.79565217,2.8,19.92952174,62.53913043
410,2024-01-27,42.35416667,25.61666667,,39.17191304,52.81304348
411,2024-01-26,43.44583333,26.89166667,,40.87954167,53.09583333
412,2024-01-25,36.75,22.39166667,,40.98225,50.31666667
413,2024-01-24,36.625,22.1875,,42.697125,43.38333333
414,2024-01-23,31.67083333,18.5375,,40.65683333,40.45416667
415,2024-01-22,30.07916667,18.2625,,36.66770833,35.73333333
416,2024-01-21,40.37826087,29.26086957,,30.33995652,40.34782609
417,2024-01-20,37.67916667,22.79583333,,36.27029167,40.85416667
418,2024-01-19,35.09166667,20.62916667,,38.00320833,42.35833333
419,2024-01-18,33.0375,18.82916667,,41.79013636,42.54347826
420,2024-01-17,32.96666667,19.29166667,,42.25895652,37.7375
421,2024-01-16,32.99166667,20.49166667,,37.11118182,35.86956522
422,2024-01-15,27.22083333,16.39166667,,34.00347368,39.33636364
423,2024-01-14,26.7,17.3826087,,20.65538095,39.70454545
424,2024-01-13,26.58333333,16.35833333,,25.043,34.1
425,2024-01-12,31.825,19.37916667,,28.99186364,38.87727273
426,2024-01-11,32.17916667,18.5375,,30.95872222,35.1
427,2024-01-10,29.92083333,17.9625,,33.77086364,41.73181818
428,2024-01-09,27.5125,15.85416667,,35.04840909,37.53478261
429,2024-01-08,23.85833333,14.44166667,,24.06957143,40.65652174
430,2024-01-07,25.9826087,16.33043478,,24.92361905,47.18571429
431,2024-01-06,22.7,13.70833333,,30.55531818,37.09545455
432,2024-01-05,23.04583333,13.4,,29.0692381,30.16086957
433,2024-01-04,18.82916667,10.10416667,,26.61390476,31.5173913
434,2024-01-03,19.00833333,9.58333333,,24.19885714,31.86956522
435,2024-01-02,16.7625,8.275,,20.12252381,24.62173913
436,2024-01-01,19.04166667,12.575,,12.64936364,32.5
437,2023-12-31,17.3,10.3,0.87727273,17.72991304,29.35652174
438,2023-12-30,19.6125,10.47083333,0.825,23.18175,25.68333333
439,2023-12-29,19.03333333,9.01666667,0.61666667,22.63983333,24.2125
440,2023-12-28,21.16666667,11.05,1.23333333,28.92995833,25.29166667
441,2023-12-27,16.8875,9.59583333,0.67916667,26.03283333,22.45833333
442,2023-12-26,16.12083333,9.6,0.30833333,25.14366667,18.175
443,2023-12-25,26.12083333,18.47916667,0.93333333,20.49808333,32.47916667
444,2023-12-24,24.67391304,16.1173913,0.84782609,24.55130435,34.16521739
445,2023-12-23,21.8,13.5125,0.90416667,31.136875,31.83333333
446,2023-12-22,21.25833333,12.30416667,1.09583333,33.33295833,27.925
447,2023-12-21,21.14166667,12.32916667,0.79166667,33.20775,23.09166667
448,2023-12-20,18.04583333,11.85833333,1.1875,28.37441667,22.07916667
449,2023-12-19,18.16666667,10.35833333,1.63636364,33.12722727,15.44347826
450,2023-12-18,13.39333333,8.85333333,0.7,26.22633333,28.43333333
451,2023-12-17,23.28,16.49,0.32,28.627,9.71
452,2023-12-16,24.39166667,16.60416667,0.9875,31.97766667,26.475
453,2023-12-15,33.12916667,19.62916667,1.4,38.75295833,18.40416667
454,2023-12-14,26.42083333,14.37916667,1.425,32.396625,39.9375
455,2023-12-13,23.80833333,12.4625,2.35416667,35.51045833,37.7
456,2023-12-12,24.60416667,13.04583333,1.4875,35.459,29.63333333
457,2023-12-11,21.9,12.475,1.04166667,31.69466667,32.95
458,2023-12-10,25.6826087,16.86086957,1.13043478,32.77726087,33.7826087
459,2023-12-09,24.22083333,14.54166667,0.9375,33.698,38.94166667
460,2023-12-08,29.61666667,19.475,1.94583333,29.41829167,33.25416667
461,2023-12-07,32.725,20.20416667,1.14583333,35.88566667,28.59166667
462,2023-12-06,29.2125,16.79583333,1.08333333,36.20225,32.7125
463,2023-12-05,30.125,16.18333333,0.88333333,27.40540909,28.5173913
464,2023-12-04,29.425,16.2125,0.80416667,28.05295833,23.16666667
465,2023-12-03,24.03043478,14.93913043,0.79130435,29.34978261,34.54782609
466,2023-12-02,27.9,15.64583333,1.4,37.96175,31.42083333
467,2023-12-01,25.12916667,14.36666667,0.7625,36.66641667,24.8
468,2023-11-30,24.52083333,13.8,0.8875,35.51525,25.725
469,2023-11-29,22.4125,12.40833333,0.96666667,37.34658333,23.94166667
470,2023-11-28,18.20833333,10.19583333,1.19583333,32.53995833,26.00416667
471,2023-11-27,16.96666667,9.67083333,1.34166667,31.268,22.85
472,2023-11-26,17.9173913,12.06956522,0.33913043,23.78243478,21.5173913
473,2023-11-25,18.75,10.67083333,1.84583333,26.76029167,23.5875
474,2023-11-24,20.21666667,10.24583333,0.43333333,30.98516667,13.9875
475,2023-11-23,14.1875,7.40833333,0.60833333,22.34329167,17.175
476,2023-11-22,15.11666667,8.84583333,0.45833333,24.36879167,13.86666667
477,2023-11-21,12.27916667,6.38333333,0.97142857,22.14963636,16.17083333
478,2023-11-20,10.96666667,5.15,0.41666667,25.1685,12.9125
479,2023-11-19,12.07391304,6.20869565,0.30869565,25.36817391,17.64347826
480,2023-11-18,10.225,5.52083333,0.7,28.48570833,29.78333333
481,2023-11-17,21.14166667,12.23333333,0.76666667,25.476625,29.55
482,2023-11-16,17.29166667,8.8125,0.34166667,29.30858333,26.87916667
483,2023-11-15,21.66666667,10.775,0.30833333,34.72358333,10.95833333
484,2023-11-14,19.4375,9.83333333,0.3,28.19541667,18.4625
485,2023-11-13,13.6625,7.95,0.50833333,20.370875,26.1
486,2023-11-12,15.64782609,8.52608696,0.53043478,24.66347826,24.61304348
487,2023-11-11,19.8,10.29583333,0.30416667,33.29766667,20.90833333
488,2023-11-10,23.025,12.62083333,0.38333333,33.72729167,23.575
489,2023-11-09,18.70833333,9.02083333,0.6125,33.18820833,21.67083333
490,2023-11-08,16.32916667,7.04166667,0.62916667,32.46433333,18.64583333
491,2023-11-07,14.04583333,6.2125,0.33043478,27.36852174,20.05
492,2023-11-06,12.79583333,6.15833333,0.80416667,19.49116667,21.2125
493,2023-11-05,11.7375,6.24166667,0.3,20.87416667,21.26666667
494,2023-11-04,10.45416667,5.34166667,0.38571429,21.892125,18.72083333
495,2023-11-03,12.09583333,6.0,1.025,25.66641667,22.14583333
496,2023-11-02,11.7125,4.925,0.59166667,27.701125,22.44166667
497,2023-11-01,13.27083333,5.91666667,0.52083333,28.82541667,14.45833333
498,2023-10-31,8.60833333,4.56666667,0.34782609,24.26991667,23.97916667
499,2023-10-30,10.1625,5.04166667,0.425,21.66666667,19.7125
500,2023-10-29,11.90416667,5.64583333,0.475,18.77179167,21.7375
501,2023-10-28,15.28333333,8.8,0.3,30.87083333,15.85833333
502,2023-10-27,9.98333333,5.525,0.4625,24.05783333,24.5
503,2023-10-26,10.57916667,4.69583333,1.60833333,24.3985,26.3
504,2023-10-25,11.94583333,5.64166667,0.9625,29.2965,26.85416667
505,2023-10-24,15.65833333,8.3,0.87142857,27.813375,24.57083333
506,2023-10-23,16.67916667,8.3875,0.73333333,30.22104167,23.1875
507,2023-10-22,16.15833333,9.5625,0.7,26.37645833,21.25
508,2023-10-21,12.9125,7.28333333,1.4875,25.13483333,28.31666667
509,2023-10-20,19.0875,11.73333333,0.675,37.089375,24.25416667
510,2023-10-19,17.50416667,9.4625,0.42083333,29.025125,37.75833333
511,2023-10-18,18.20833333,9.79166667,1.06666667,29.187375,31.55833333
512,2023-10-17,14.99166667,7.425,0.5375,32.5425,24.84166667
513,2023-10-16,10.9375,5.79166667,0.6125,19.73029167,28.02916667
514,2023-10-15,16.36666667,10.55833333,0.61666667,27.56941667,22.35833333
515,2023-10-14,19.875,10.70416667,1.16666667,31.156125,26.99583333
516,2023-10-13,20.34583333,10.675,1.4875,30.91670833,30.25
517,2023-10-12,21.98333333,12.94583333,1.03333333,30.52795833,31.22916667
518,2023-10-11,17.05416667,9.925,0.6375,33.56233333,27.2875
519,2023-10-10,14.7875,6.82083333,1.22857143,31.89216667,23.59166667
520,2023-10-09,12.9375,6.3375,0.31666667,26.86175,26.94166667
521,2023-10-08,11.17916667,6.35416667,0.87916667,19.50466667,26.12916667
522,2023-10-07,13.10416667,6.60833333,0.6375,28.21508333,30.875
523,2023-10-06,15.62916667,8.7625,0.8125,27.97333333,30.28333333
524,2023-10-05,12.45416667,7.475,1.33333333,27.412,35.99583333
525,2023-10-04,9.02916667,4.30416667,0.84583333,26.69941667,34.6125
526,2023-10-03,13.45833333,7.83333333,1.0625,24.24795833,33.975
527,2023-10-02,16.33333333,9.62916667,0.31666667,25.37854167,38.55833333
528,2023-10-01,17.725,10.30416667,0.77083333,23.62454167,33.55416667
529,2023-09-30,18.2125,9.6625,1.47083333,30.70091667,37.25
530,2023-09-29,15.58333333,7.7375,0.79166667,30.385875,23.91666667
531,2023-09-28,16.79166667,9.05,0.39583333,28.52025,27.09166667
532,2023-09-27,17.24583333,8.42916667,1.0375,31.87466667,24.96666667
533,2023-09-26,11.65,5.59166667,1.15,24.71522727,33.35416667
534,2023-09-25,15.825,8.8375,0.50416667,30.27708333,29.9125
535,2023-09-24,15.33333333,9.00416667,1.175,26.81425,36.50416667
536,2023-09-23,20.6,11.42083333,1.62916667,27.08333333,46.10833333
537,2023-09-22,24.53333333,13.82916667,0.86666667,35.03204167,29.8875
538,2023-09-21,26.7875,15.11666667,0.67083333,34.055875,35.47083333
539,2023-09-20,22.8,13.7875,0.86666667,33.59745833,33.82916667
540,2023-09-19,18.825,12.10416667,1.14583333,32.66295833,29.89583333
541,2023-09-18,15.65909091,9.68333333,0.98333333,28.41083333,29.39166667
542,2023-09-17,16.38333333,10.47826087,1.02173913,27.757,26.73043478
543,2023-09-16,18.80833333,11.45833333,0.9125,31.400375,27.6875
544,2023-09-15,18.20833333,10.85833333,0.86666667,30.74125,27.67083333
545,2023-09-14,18.20416667,10.53333333,0.7375,33.97308333,19.87916667
546,2023-09-13,16.95,9.65416667,1.02916667,30.80820833,26.3625
547,2023-09-12,15.05416667,7.65833333,0.6,29.82694737,15.3
548,2023-09-11,13.50833333,7.31666667,0.83333333,27.91041667,22.26666667
549,2023-09-10,12.84782609,8.89565217,0.56956522,23.59465217,29.73913043
550,2023-09-09,21.9625,12.5,0.4,34.59516667,27.5125
551,2023-09-08,23.97916667,13.49166667,0.7625,37.59183333,27.64583333
552,2023-09-07,20.24583333,11.13333333,0.39583333,33.5725,32.34166667
553,2023-09-06,19.625,10.475,0.325,33.51775,36.175
554,2023-09-05,16.56666667,8.84583333,0.68333333,31.52745833,29.25833333
555,2023-09-04,14.1,7.80833333,0.325,26.390125,27.91666667
556,2023-09-03,16.99565217,11.2,1.38695652,24.23186957,38.03478261
557,2023-09-02,24.2,14.125,0.4,31.14604167,32.23333333
558,2023-09-01,25.72916667,14.3,0.55,36.467625,34.41666667
559,2023-08-31,23.54583333,13.4125,1.12083333,38.370125,29.12083333
560,2023-08-30,21.56666667,11.81666667,0.76666667,32.59954167,33.94166667
561,2023-08-29,22.40416667,12.92083333,2.4875,33.19955,37.5
562,2023-08-28,20.1625,11.17916667,2.34583333,31.31125,32.3875
563,2023-08-27,17.76956522,10.87826087,2.14347826,24.69204348,35.73913043
564,2023-08-26,16.8875,9.8625,0.85833333,27.97045833,24.5625
565,2023-08-25,17.23333333,9.49166667,0.74583333,30.63570833,21.14583333
566,2023-08-24,13.4875,7.22083333,1.2625,23.23654167,25.71666667
567,2023-08-23,11.40833333,4.49583333,1.25416667,26.114125,24.11666667
568,2023-08-22,11.20416667,4.92916667,0.34583333,27.81316667,28.41666667
569,2023-08-21,13.975,7.375,1.45,17.362375,32.07083333
570,2023-08-20,14.79565217,8.91304348,2.22173913,17.60808696,35.79130435
571,2023-08-19,19.7625,11.8375,1.54583333,25.63066667,30.02083333
572,2023-08-18,16.57083333,8.50416667,0.60416667,29.718,22.075
573,2023-08-17,15.45,7.7375,1.69166667,31.62466667,28.5
574,2023-08-16,15.95833333,8.17083333,0.69166667,33.18245833,11.21764706
575,2023-08-15,19.62916667,10.84166667,1.17142857,28.41194444,14.25294118
576,2023-08-14,18.87916667,11.05,0.50833333,35.503,27.0625
577,2023-08-13,14.99130435,8.76086957,1.86521739,24.63878261,27.5826087
578,2023-08-12,17.475,9.77916667,1.73333333,31.575125,27.56666667
579,2023-08-11,19.15416667,10.60833333,1.95,34.69033333,27.8125
580,2023-08-10,20.77083333,10.61666667,2.11666667,34.64658333,26.14583333
581,2023-08-09,19.9,11.28333333,0.70833333,27.37791667,26.525
582,2023-08-08,18.07083333,10.3375,0.5875,28.37770833,21.125
583,2023-08-07,14.41666667,8.63333333,2.24166667,20.50370833,32.03333333
584,2023-08-06,19.73913043,12.98695652,1.65217391,26.01465217,34.59130435
585,2023-08-05,21.74583333,12.33333333,1.2375,31.32129167,26.35416667
586,2023-08-04,23.1,13.49166667,0.88333333,39.64458333,23.68333333
587,2023-08-03,18.93333333,10.28333333,1.72083333,29.62208333,33.75416667
588,2023-08-02,20.075,11.74583333,1.14782609,27.90125,30.25
589,2023-08-01,15.82083333,8.625,0.58571429,26.59552174,19.03043478
590,2023-07-31,11.96666667,5.6625,0.5125,24.568,22.1625
591,2023-07-30,15.09130435,9.23043478,0.56956522,24.334,31.12173913
592,2023-07-29,15.0,8.16666667,1.20833333,29.933375,28.9625
593,2023-07-28,17.55416667,8.95,1.35,33.87945833,18.60416667
594,2023-07-27,15.10416667,6.59166667,0.61666667,27.58983333,26.09166667
595,2023-07-26,15.55416667,8.92916667,1.12916667,23.90770833,27.8375
596,2023-07-25,18.4875,11.42916667,1.30416667,29.22145833,28.57083333
597,2023-07-24,17.3625,9.65833333,0.50833333,31.25308333,30.75
598,2023-07-23,14.40869565,8.46521739,1.25217391,24.47526087,31.49130435
599,2023-07-22,20.30416667,11.47916667,0.9875,28.65320833,23.42083333
600,2023-07-21,22.2,11.76666667,0.42083333,31.84741667,28.8875
601,2023-07-20,20.12916667,11.60833333,0.55416667,25.61704167,34.53333333
602,2023-07-19,17.45,8.51666667,0.6173913,29.02966667,24.15833333
603,2023-07-18,18.9875,9.99583333,0.3125,27.79168182,20.51304348
604,2023-07-17,16.0875,8.70833333,0.79166667,27.25579167,23.19166667
605,2023-07-16,17.7,11.35217391,1.0173913,22.02678261,26.21304348
606,2023-07-15,16.90833333,9.45416667,1.19166667,26.932125,30.53333333
607,2023-07-14,24.75217391,13.66956522,1.00869565,38.63221739,21.00434783
608,2023-07-13,16.425,7.77083333,2.00416667,27.01745833,34.50833333
609,2023-07-12,16.15,7.6875,1.3125,30.14620833,24.25833333
610,2023-07-11,18.55,9.12083333,0.475,36.26941667,17.65416667
611,2023-07-10,15.8375,8.00833333,0.78333333,30.191125,25.325
612,2023-07-09,11.85652174,6.74782609,3.36956522,19.09191304,25.66521739
613,2023-07-08,16.04583333,8.69583333,0.34583333,26.00591667,18.30833333
614,2023-07-07,13.0826087,7.29565217,0.74782609,17.43665217,27.06086957
615,2023-07-06,18.74166667,9.825,0.57083333,23.98754167,26.49583333
616,2023-07-05,16.80833333,9.49166667,1.72608696,23.80966667,24.6875
617,2023-07-04,13.59583333,7.55,1.125,28.19145833,25.10909091
618,2023-07-03,12.69166667,6.92916667,0.44166667,44.87725,
619,2023-07-02,12.8,6.90909091,3.46818182,46.50481818,
620,2023-07-01,16.35,9.71666667,0.58333333,53.055875,
621,2023-06-30,14.97916667,7.42916667,0.63333333,52.16333333,
622,2023-06-29,15.5962963,7.77407407,0.75555556,51.81744444,26.1
623,2023-06-28,13.5625,7.04583333,0.75,52.77383333,
624,2023-06-27,15.7375,7.92916667,0.54166667,44.39416667,
625,2023-06-26,13.45833333,6.91666667,0.75,55.93225,
626,2023-06-25,13.46086957,7.8826087,0.64347826,39.78526087,
627,2023-06-24,10.32916667,5.69166667,0.3375,52.56220833,
628,2023-06-23,17.24583333,8.44166667,0.38333333,47.020375,
629,2023-06-22,20.70416667,10.35,0.65833333,49.73204167,
630,2023-06-21,20.55833333,10.89166667,0.75416667,50.276125,
631,2023-06-20,20.44583333,9.92083333,0.92727273,39.04495,8.525
632,2023-06-19,12.51666667,6.675,1.15833333,20.93479167,26.37083333
633,2023-06-18,11.69565217,6.30869565,0.90434783,20.66065217,20.91304348
634,2023-06-17,15.97083333,8.95,0.60416667,30.48841667,16.225
635,2023-06-16,21.08333333,10.75,3.19583333,34.34804167,21.39583333
636,2023-06-15,15.22916667,7.18333333,0.8125,28.11408333,22.38333333
637,2023-06-14,18.69166667,10.13333333,1.88333333,29.83379167,26.72083333
638,2023-06-13,15.2375,8.1375,2.10416667,33.61745833,22.88333333
639,2023-06-12,13.75833333,7.55416667,1.20833333,21.61754167,19.675
640,2023-06-11,13.44347826,7.21304348,2.00434783,19.88021739,26.19565217
641,2023-06-10,14.4375,7.12083333,1.80416667,25.18608333,17.45416667
642,2023-06-09,18.34166667,9.725,1.3,27.36608333,21.0625
643,2023-06-08,14.025,7.3375,0.7875,33.84679167,14.71666667
644,2023-06-07,18.0625,8.91666667,1.4125,30.27008333,25.1
645,2023-06-06,14.53333333,6.9125,0.52380952,26.83743478,18.3375
646,2023-06-05,14.2625,6.92083333,1.125,25.09529167,21.12083333
647,2023-06-04,13.78695652,7.64782609,1.26521739,21.35434783,26.32173913
648,2023-06-03,17.49166667,8.975,0.97083333,26.80283333,23.5875
649,2023-06-02,20.25833333,9.6875,1.05,30.42325,16.57916667
650,2023-06-01,19.27083333,10.44583333,0.60833333,21.92695833,13.46666667
651,2023-05-31,12.82083333,5.8125,0.82083333,24.743375,21.52916667
652,2023-05-30,12.7,5.5625,0.99166667,23.55804167,16.95
653,2023-05-29,12.825,6.07916667,1.14583333,21.79858333,22.6375
654,2023-05-28,13.28695652,7.31304348,1.73478261,20.29330435,18.62608696
655,2023-05-27,12.0,6.1,1.57916667,24.532,21.34166667
656,2023-05-26,13.70833333,6.89166667,1.37916667,25.82108333,18.99583333
657,2023-05-25,13.7125,7.22916667,1.17916667,23.06458333,20.05833333
658,2023-05-24,15.19583333,7.11666667,1.03478261,23.83975,18.90833333
659,2023-05-23,15.7375,7.97916667,0.67777778,24.87921739,23.37916667
660,2023-05-22,8.32083333,4.4625,0.55,16.01941667,30.22916667
661,2023-05-21,13.58695652,9.02608696,0.7173913,15.52465217,36.02173913
662,2023-05-20,19.59583333,11.25833333,0.475,25.05179167,32.49166667
663,2023-05-19,16.4375,8.81666667,1.05,25.96279167,35.72916667
664,2023-05-18,12.49583333,5.92916667,1.0625,23.59229167,32.09583333
665,2023-05-17,13.89166667,7.88333333,0.5,17.79745833,27.15833333
666,2023-05-16,15.25833333,7.69583333,0.95833333,20.694625,25.50416667
667,2023-05-15,13.6875,7.29583333,0.47916667,21.32004167,22.1625
668,2023-05-14,13.49565217,8.07391304,0.76956522,19.36191304,32.23478261
669,2023-05-13,15.54583333,8.2875,1.25833333,28.27920833,34.05416667
670,2023-05-12,19.175,10.51666667,0.78333333,27.80170833,27.7125
671,2023-05-11,16.9,7.94583333,1.12916667,26.19116667,31.32380952
672,2023-05-10,16.7375,9.65,0.97916667,25.37491667,26.4125
673,2023-05-09,33.05,20.47916667,0.625,30.82075,31.20833333
674,2023-05-08,28.525,17.96666667,0.42083333,30.402375,31.4125
675,2023-05-07,31.15217391,21.29130435,0.4826087,23.76369565,36.34782609
676,2023-05-06,29.53333333,19.35,0.95416667,29.8365,41.15833333
677,2023-05-05,25.99583333,16.09166667,1.42083333,32.56033333,35.68333333
678,2023-05-04,22.36666667,12.675,2.425,33.38429167,37.25416667
679,2023-05-03,18.59166667,9.85,2.38333333,33.733875,29.0125
680,2023-05-02,14.66666667,7.27916667,1.63333333,27.94558333,32.77692308
681,2023-05-01,11.67916667,5.85833333,1.4,15.46133333,
682,2023-04-30,11.90869565,6.7,0.99130435,21.896,
683,2023-04-29,15.30416667,8.69166667,2.25416667,,
684,2023-04-28,16.89583333,9.8125,1.26666667,27.02447826,11.26666667
685,2023-04-27,15.5875,8.49583333,1.50833333,26.15677273,24.3625
686,2023-04-26,14.82916667,8.25833333,0.92083333,24.26508333,22.25
687,2023-04-25,25.75833333,15.05833333,,25.87188889,28.62173913
688,2023-04-24,21.93333333,12.60833333,,,19.9375
689,2023-04-23,17.4826087,9.76956522,1.5,,20.20869565
690,2023-04-22,17.82083333,11.08333333,2.07916667,28.9204,12.2826087
691,2023-04-21,22.01666667,13.125,1.69166667,30.28291667,15.37916667
692,2023-04-20,23.675,14.11666667,1.5375,33.65270833,14.40416667
693,2023-04-19,19.33333333,10.83333333,0.35833333,30.81458333,23.99444444
694,2023-04-18,14.875,8.64166667,1.53333333,24.72008333,25.06666667
695,2023-04-17,11.625,7.025,0.54583333,25.592625,23.78333333
696,2023-04-16,14.6173913,10.92608696,0.57826087,20.69995652,26.9826087
697,2023-04-15,27.3,18.24583333,1.05416667,29.91575,25.9
698,2023-04-14,24.925,16.03333333,1.67083333,31.91195238,17.73181818
699,2023-04-13,24.86666667,14.5375,0.3875,46.72920833,14.0125
700,2023-04-12,18.8125,11.07083333,1.44583333,32.72616667,18.43333333
701,2023-04-11,21.17916667,12.3875,0.69583333,29.57833333,18.6
702,2023-04-10,18.82105263,11.92105263,0.6,28.41889474,16.08947368
703,2023-04-09,18.77826087,11.25652174,1.1,20.94630435,24.61304348
704,2023-04-08,15.42916667,9.40833333,0.61666667,20.31991667,21.64166667
705,2023-04-07,11.92916667,8.13333333,1.55833333,13.3055,31.1875
706,2023-04-06,25.43333333,16.875,1.44166667,23.80416667,24.12916667
707,2023-04-05,23.32083333,15.275,0.75,30.2665,22.20833333
708,2023-04-04,24.74166667,14.90416667,1.19583333,32.82925,22.20416667
709,2023-04-03,19.52083333,11.77083333,0.62916667,29.640375,25.1
710,2023-04-02,22.48333333,15.60416667,1.0875,29.997375,22.67083333
711,2023-04-01,26.25833333,18.75416667,1.32083333,32.47241667,24.0625
712,2023-03-31,32.10416667,21.47916667,0.49166667,38.13058333,23.40833333
713,2023-03-30,34.27916667,24.425,1.55,37.15875,23.8125
714,2023-03-29,36.525,27.6375,1.80416667,37.86216667,23.36666667
715,2023-03-28,23.48333333,16.64166667,2.3,32.90183333,30.02083333
716,2023-03-27,30.18333333,20.5375,0.8375,34.02858333,27.1125
717,2023-03-26,38.775,28.80833333,1.03333333,32.00195833,29.17083333
718,2023-03-25,37.7,27.74583333,0.81666667,38.107,34.55416667
719,2023-03-24,49.56666667,38.09583333,1.44583333,36.03979167,34.93333333
720,2023-03-23,50.85416667,40.24583333,1.20416667,34.17479167,35.325
721,2023-03-22,44.87083333,34.7,0.84166667,33.38141667,32.61666667
722,2023-03-21,31.52916667,23.32916667,1.2125,28.63154167,30.42916667
723,2023-03-20,27.73333333,19.4,0.85833333,21.49829167,29.52916667
724,2023-03-19,22.97916667,16.8625,1.3875,18.52070833,27.4
725,2023-03-18,24.36666667,14.5875,1.14166667,23.3095,22.95
726,2023-03-17,18.67083333,11.18333333,0.94166667,28.500375,16.40416667
727,2023-03-16,16.79166667,9.9,0.7875,31.33458333,13.93333333
728,2023-03-15,16.6125,10.09166667,0.55416667,30.32195833,16.80833333
729,2023-03-14,17.59583333,9.32916667,2.17083333,33.29425,16.05833333
730,2023-03-13,17.62916667,10.9875,0.40416667,35.82041667,9.02916667
731,2023-03-12,17.3625,12.37916667,1.67916667,36.65679167,14.6875
732,2023-03-11,21.07916667,15.7125,1.16666667,46.65466667,11.58333333
733,2023-03-10,22.875,12.59166667,1.15833333,35.92379167,16.07083333
734,2023-03-09,18.51666667,10.87083333,0.99166667,34.91979167,10.68333333
735,2023-03-08,22.47916667,12.64583333,0.89166667,30.51491667,14.75416667
736,2023-03-07,17.0875,9.48333333,0.525,45.48244444,15.3625
737,2023-03-06,21.44166667,13.8125,0.39230769,,16.84166667
738,2023-03-05,27.7826087,20.6,1.80434783,,22.67391304
739,2023-03-04,41.35833333,32.01666667,1.07083333,,24.0
740,2023-03-03,33.2125,22.62083333,1.1,,31.925
741,2023-03-02,38.70416667,27.21666667,1.6875,,27.48333333
742,2023-03-01,26.64090909,18.78181818,1.50909091,,26.67727273
743,2023-02-28,29.02083333,19.3,1.475,,35.70416667
744,2023-02-27,30.27916667,18.6125,1.94166667,,40.75
745,2023-02-26,37.97391304,26.90434783,1.45294118,47.5182,40.30434783
746,2023-02-25,37.75,25.4125,0.8875,61.68325,37.47083333
747,2023-02-24,36.44583333,24.71666667,1.14166667,61.64633333,30.08333333
748,2023-02-23,28.55416667,19.25416667,1.17083333,38.339625,30.56666667
749,2023-02-22,28.09583333,17.75833333,0.9875,40.45054167,16.25
750,2023-02-21,29.4875,19.98333333,1.39166667,35.32004167,29.24583333
751,2023-02-20,28.0875,16.92916667,2.6,29.99958333,37.34166667
752,2023-02-19,21.37826087,13.36956522,1.02173913,27.99230435,30.60869565
753,2023-02-18,16.0625,8.96666667,2.2875,44.30745833,22.6
754,2023-02-17,26.24583333,17.97083333,2.21666667,50.52566667,16.41666667
755,2023-02-16,25.225,15.84166667,1.13333333,42.35675,10.74583333
756,2023-02-15,16.34583333,10.94166667,0.6625,35.22283333,11.97916667
757,2023-02-14,26.57272727,16.19090909,1.31363636,34.84795455,19.33636364
758,2023-02-13,20.89583333,14.25833333,0.55,29.39558333,19.58333333
759,2023-02-12,26.65833333,17.3875,1.35416667,26.3225,27.64166667
760,2023-02-11,29.5625,18.23333333,3.41666667,52.81745833,25.03333333
761,2023-02-10,40.69166667,27.02916667,1.71111111,40.76858333,25.6625
762,2023-02-09,27.64166667,14.34166667,3.19583333,36.9385,20.9375
763,2023-02-08,28.85416667,15.63333333,1.2,29.493625,16.4625
764,2023-02-07,32.325,19.45416667,1.6625,31.10020833,23.87083333
765,2023-02-06,35.50416667,22.75,0.6875,35.38333333,23.24166667
